Timestamp,INDI_Outer.az_reference,INDI_Outer.az_computed,INDI_Outer.az_measured
13558,0.0,0.0,0.0
13578,0.0,0.0,0.0
13598,0.0,0.0,0.0
13618,0.0,0.0,0.0
13638,0.0,0.0,0.0
13658,0.0,0.0,0.0
13678,0.0,0.0,0.0
13698,0.0,0.0,0.0
13718,0.0,0.0,0.0
13738,0.0,0.0,0.0
13758,0.0,0.0,0.0
13778,0.0,0.0,0.0
13798,0.0,0.0,0.0
13818,0.0,0.0,0.0
13838,0.0,0.0,0.0
13858,0.0,0.0,0.0
13878,0.0,0.0,0.0
13898,0.0,0.0,0.0
13918,0.0,0.0,0.0
13938,0.0,0.0,0.0
13958,0.0,0.0,0.0
13978,0.0,0.0,0.0
13998,0.0,0.0,0.0
14018,0.0,0.0,0.0
14038,0.0,0.0,0.0
14058,0.0,0.0,0.0
14078,0.0,0.0,0.0
14098,0.0,0.0,0.0
14118,0.0,0.0,0.0
14138,0.0,0.0,0.0
14158,0.0,0.0,0.0
14178,0.0,0.0,0.0
14198,0.0,0.0,0.0
14218,0.0,0.0,0.0
14238,0.0,0.0,0.0
14258,0.0,0.0,0.0
14278,0.0,0.0,0.0
14298,0.0,0.0,0.0
14318,0.0,0.0,0.0
14338,0.0,0.0,0.0
14358,0.0,0.0,0.0
14378,0.0,0.0,0.0
14398,0.0,0.0,0.0
14418,0.0,0.0,0.0
14438,0.0,0.0,0.0
14458,0.0,0.0,0.0
14478,0.0,0.0,0.0
14498,0.0,0.0,0.0
14518,0.0,0.0,0.0
14538,0.0,0.0,0.0
14558,0.0,0.0,0.0
14578,0.0,0.0,0.0
14598,0.0,0.0,0.0
14618,0.0,0.0,0.0
14638,0.0,0.0,0.0
14658,0.0,0.0,0.0
14678,0.0,0.0,0.0
14698,0.0,0.0,0.0
14718,0.0,0.0,0.0
14738,0.0,0.0,0.0
14758,0.0,0.0,0.0
14778,0.0,0.0,0.0
14798,0.0,0.0,0.0
14818,0.0,0.0,0.0
14838,0.0,0.0,0.0
14858,0.0,0.0,0.0
14878,0.0,0.0,0.0
14898,0.0,0.0,0.0
14918,0.0,0.0,0.0
14938,0.0,0.0,0.0
14958,0.0,0.0,0.0
14978,0.0,0.0,0.0
14998,0.0,0.0,0.0
15018,0.0,0.0,0.0
15038,0.0,0.0,0.0
15058,0.0,0.0,0.0
15078,0.0,0.0,0.0
15098,0.0,0.0,0.0
15118,0.0,0.0,0.0
15138,0.0,0.0,0.0
15158,0.0,0.0,0.0
15178,0.0,0.0,0.0
15198,0.0,0.0,0.0
15218,0.0,0.0,0.0
15238,0.0,0.0,0.0
15258,0.0,0.0,0.0
15278,0.0,0.0,0.0
15298,0.0,0.0,0.0
15318,0.0,0.0,0.0
15338,0.0,0.0,0.0
15358,0.0,0.0,0.0
15378,0.0,0.0,0.0
15398,0.0,0.0,0.0
15418,0.0,0.0,0.0
15438,0.0,0.0,0.0
15458,0.0,0.0,0.0
15478,0.0,0.0,0.0
15498,0.0,0.0,0.0
15518,0.0,0.0,0.0
15538,0.0,0.0,0.0
15558,0.0,0.0,0.0
