Timestamp,INDI_Outer.az_reference,INDI_Outer.az_computed,INDI_Outer.az_measured
21436,0.0,0.0,0.0
21456,0.0,0.0,0.0
21476,0.0,0.0,0.0
21496,0.0,0.0,0.0
21516,0.0,0.0,0.0
21536,0.0,0.0,0.0
21556,0.0,0.0,0.0
21576,0.0,0.0,0.0
21596,0.0,0.0,0.0
21616,0.0,0.0,0.0
21636,0.0,0.0,0.0
21656,0.0,0.0,0.0
21676,0.0,0.0,0.0
21696,0.0,0.0,0.0
21716,0.0,0.0,0.0
21736,0.0,0.0,0.0
21756,0.0,0.0,0.0
21776,0.0,0.0,0.0
21796,0.0,0.0,0.0
21816,0.0,0.0,0.0
21836,0.0,0.0,0.0
21856,0.0,0.0,0.0
21876,0.0,0.0,0.0
21896,0.0,0.0,0.0
21916,0.0,0.0,0.0
21936,0.0,0.0,0.0
21956,0.0,0.0,0.0
21976,0.0,0.0,0.0
21996,0.0,0.0,0.0
22016,0.0,0.0,0.0
22036,0.0,0.0,0.0
22056,0.0,0.0,0.0
22076,0.0,0.0,0.0
22096,0.0,0.0,0.0
22116,0.0,0.0,0.0
22136,0.0,0.0,0.0
22156,0.0,0.0,0.0
22176,0.0,0.0,0.0
22196,0.0,0.0,0.0
22216,0.0,0.0,0.0
22236,0.0,0.0,0.0
22256,0.0,0.0,0.0
22276,0.0,0.0,0.0
22296,0.0,0.0,0.0
22316,0.0,0.0,0.0
22336,0.0,0.0,0.0
22356,0.0,0.0,0.0
22376,0.0,0.0,0.0
22396,0.0,0.0,0.0
22416,0.0,0.0,0.0
22436,0.0,0.0,0.0
22456,0.0,0.0,0.0
22476,0.0,0.0,0.0
22496,0.0,0.0,0.0
22516,0.0,0.0,0.0
22536,0.0,0.0,0.0
22556,0.0,0.0,0.0
22576,0.0,0.0,0.0
22596,0.0,0.0,0.0
22616,0.0,0.0,0.0
22636,0.0,0.0,0.0
22656,0.0,0.0,0.0
22676,0.0,0.0,0.0
22696,0.0,0.0,0.0
22716,0.0,0.0,0.0
22736,0.0,0.0,0.0
22756,0.0,0.0,0.0
22776,0.0,0.0,0.0
22796,0.0,0.0,0.0
22816,0.0,0.0,0.0
22836,0.0,0.0,0.0
22856,0.0,0.0,0.0
22876,0.0,0.0,0.0
22896,0.0,0.0,0.0
22916,0.0,0.0,0.0
22936,0.0,0.0,0.0
22956,0.0,0.0,0.0
22976,0.0,0.0,0.0
22996,0.0,0.0,0.0
23016,0.0,0.0,0.0
23036,0.0,0.0,0.0
23056,0.0,0.0,0.0
23076,0.0,0.0,0.0
23096,0.0,0.0,0.0
23116,0.0,0.0,0.0
23136,0.0,0.0,0.0
23156,0.0,0.0,0.0
23176,0.0,0.0,0.0
23196,0.0,0.0,0.0
23216,0.0,0.0,0.0
23236,0.0,0.0,0.0
23256,0.0,0.0,0.0
23276,0.0,0.0,0.0
23296,0.0,0.0,0.0
23316,0.0,0.0,0.0
23336,0.0,0.0,0.0
23356,0.0,0.0,0.0
23376,0.0,0.0,0.0
23396,0.0,0.0,0.0
23416,0.0,0.0,0.0
23436,0.0,0.0,0.0
23456,0.0,0.0,0.0
23476,0.0,0.0,0.0
23496,0.0,0.0,0.0
23516,0.0,0.0,0.0
23536,0.0,0.0,0.0
23556,0.0,0.0,0.0
23576,0.0,0.0,0.0
23596,0.0,0.0,0.0
23616,0.0,0.0,0.0
23636,0.0,0.0,0.0
23656,0.0,0.0,0.0
23676,0.0,0.0,0.0
23696,0.0,0.0,0.0
23716,0.0,0.0,0.0
